QueryNumber;[DocRanking, DocNumber, Similarity]
00046;[1190, 1229, 0.0]
00046;[1191, 1230, 0.0]
00046;[1192, 1231, 0.0]
00046;[1193, 1236, 0.0]
00046;[1194, 1237, 0.0]
00046;[1195, 1238, 0.0]
00046;[1196, 129, 0.0]
00046;[1197, 151, 0.0]
00046;[1198, 191, 0.0]
00046;[1199, 280, 0.0]
00046;[1200, 282, 0.0]
00046;[1201, 338, 0.0]
00046;[1202, 558, 0.0]
00046;[1203, 620, 0.0]
00046;[1204, 657, 0.0]
00046;[1205, 700, 0.0]
00046;[1206, 883, 0.0]
00046;[1207, 908, 0.0]
00046;[1208, 1015, 0.0]
00046;[1209, 1097, 0.0]
00046;[1210, 1126, 0.0]
00046;[1211, 1219, 0.0]
00046;[1212, 974, 0.0]
00046;[1213, 1007, 0.0]
00047;[0, 56, 0.0]
00047;[1, 106, 0.0]
00047;[2, 134, 0.0]
00047;[3, 299, 0.0]
00047;[4, 377, 0.0]
00047;[5, 465, 0.0]
00047;[6, 490, 0.0]
00047;[7, 505, 0.0]
00047;[8, 726, 0.0]
00047;[9, 767, 0.0]
00047;[10, 911, 0.0]
00047;[11, 926, 0.0]
00047;[12, 931, 0.0]
00047;[13, 943, 0.0]
00047;[14, 975, 0.0]
00047;[15, 1031, 0.0]
00047;[16, 1111, 0.0]
00047;[17, 1148, 0.0]
00047;[18, 1218, 0.0]
00047;[19, 63, 0.0]
00047;[20, 160, 0.0]
00047;[21, 216, 0.0]
00047;[22, 268, 0.0]
00047;[23, 343, 0.0]
00047;[24, 374, 0.0]
00047;[25, 424, 0.0]
00047;[26, 452, 0.0]
00047;[27, 539, 0.0]
00047;[28, 589, 0.0]
00047;[29, 607, 0.0]
00047;[30, 710, 0.0]
00047;[31, 725, 0.0]
00047;[32, 745, 0.0]
00047;[33, 765, 0.0]
00047;[34, 784, 0.0]
00047;[35, 812, 0.0]
00047;[36, 828, 0.0]
00047;[37, 935, 0.0]
00047;[38, 978, 0.0]
00047;[39, 989, 0.0]
00047;[40, 1139, 0.0]
00047;[41, 1181, 0.0]
00047;[42, 1238, 0.0]
00047;[43, 3, 0.0]
00047;[44, 5, 0.0]
00047;[45, 12, 0.0]
00047;[46, 17, 0.0]
00047;[47, 19, 0.0]
00047;[48, 26, 0.0]
00047;[49, 31, 0.0]
00047;[50, 33, 0.0]
00047;[51, 39, 0.0]
00047;[52, 43, 0.0]
00047;[53, 47, 0.0]
00047;[54, 54, 0.0]
00047;[55, 62, 0.0]
00047;[56, 65, 0.0]
00047;[57, 68, 0.0]
00047;[58, 76, 0.0]
00047;[59, 77, 0.0]
00047;[60, 93, 0.0]
00047;[61, 97, 0.0]
00047;[62, 102, 0.0]
00047;[63, 104, 0.0]
00047;[64, 107, 0.0]
00047;[65, 108, 0.0]
00047;[66, 115, 0.0]
00047;[67, 118, 0.0]
00047;[68, 121, 0.0]
00047;[69, 124, 0.0]
00047;[70, 137, 0.0]
00047;[71, 141, 0.0]
00047;[72, 147, 0.0]
00047;[73, 151, 0.0]
00047;[74, 158, 0.0]
00047;[75, 161, 0.0]
00047;[76, 170, 0.0]
00047;[77, 172, 0.0]
00047;[78, 173, 0.0]
00047;[79, 176, 0.0]
00047;[80, 177, 0.0]
00047;[81, 184, 0.0]
00047;[82, 191, 0.0]
00047;[83, 192, 0.0]
00047;[84, 194, 0.0]
00047;[85, 201, 0.0]
00047;[86, 203, 0.0]
00047;[87, 205, 0.0]
00047;[88, 206, 0.0]
00047;[89, 219, 0.0]
00047;[90, 221, 0.0]
00047;[91, 231, 0.0]
00047;[92, 232, 0.0]
00047;[93, 234, 0.0]
00047;[94, 237, 0.0]
00047;[95, 243, 0.0]
00047;[96, 244, 0.0]
00047;[97, 246, 0.0]
00047;[98, 251, 0.0]
00047;[99, 253, 0.0]
00047;[100, 257, 0.0]
00047;[101, 259, 0.0]
00047;[102, 269, 0.0]
00047;[103, 273, 0.0]
00047;[104, 278, 0.0]
00047;[105, 279, 0.0]
00047;[106, 281, 0.0]
00047;[107, 291, 0.0]
00047;[108, 304, 0.0]
00047;[109, 306, 0.0]
00047;[110, 307, 0.0]
00047;[111, 308, 0.0]
00047;[112, 310, 0.0]
00047;[113, 313, 0.0]
00047;[114, 341, 0.0]
00047;[115, 347, 0.0]
00047;[116, 348, 0.0]
00047;[117, 354, 0.0]
00047;[118, 356, 0.0]
00047;[119, 358, 0.0]
00047;[120, 359, 0.0]
00047;[121, 364, 0.0]
00047;[122, 371, 0.0]
00047;[123, 375, 0.0]
00047;[124, 384, 0.0]
00047;[125, 391, 0.0]
00047;[126, 412, 0.0]
00047;[127, 415, 0.0]
00047;[128, 417, 0.0]
00047;[129, 423, 0.0]
00047;[130, 431, 0.0]
00047;[131, 439, 0.0]
00047;[132, 445, 0.0]
00047;[133, 447, 0.0]
00047;[134, 464, 0.0]
00047;[135, 479, 0.0]
00047;[136, 483, 0.0]
00047;[137, 485, 0.0]
00047;[138, 495, 0.0]
00047;[139, 502, 0.0]
00047;[140, 511, 0.0]
00047;[141, 519, 0.0]
00047;[142, 523, 0.0]
00047;[143, 525, 0.0]
00047;[144, 526, 0.0]
00047;[145, 529, 0.0]
00047;[146, 530, 0.0]
00047;[147, 532, 0.0]
00047;[148, 534, 0.0]
00047;[149, 543, 0.0]
00047;[150, 548, 0.0]
00047;[151, 549, 0.0]
00047;[152, 554, 0.0]
00047;[153, 556, 0.0]
00047;[154, 560, 0.0]
00047;[155, 563, 0.0]
00047;[156, 564, 0.0]
00047;[157, 567, 0.0]
00047;[158, 571, 0.0]
00047;[159, 572, 0.0]
00047;[160, 573, 0.0]
00047;[161, 575, 0.0]
00047;[162, 576, 0.0]
00047;[163, 577, 0.0]
00047;[164, 578, 0.0]
00047;[165, 587, 0.0]
00047;[166, 588, 0.0]
00047;[167, 597, 0.0]
00047;[168, 612, 0.0]
00047;[169, 613, 0.0]
00047;[170, 624, 0.0]
00047;[171, 625, 0.0]
00047;[172, 635, 0.0]
00047;[173, 638, 0.0]
00047;[174, 639, 0.0]
00047;[175, 645, 0.0]
00047;[176, 653, 0.0]
00047;[177, 654, 0.0]
00047;[178, 655, 0.0]
00047;[179, 658, 0.0]
00047;[180, 661, 0.0]
00047;[181, 662, 0.0]
00047;[182, 664, 0.0]
00047;[183, 667, 0.0]
00047;[184, 673, 0.0]
00047;[185, 680, 0.0]
00047;[186, 681, 0.0]
00047;[187, 688, 0.0]
00047;[188, 702, 0.0]
00047;[189, 704, 0.0]
00047;[190, 705, 0.0]
00047;[191, 707, 0.0]
00047;[192, 737, 0.0]
00047;[193, 738, 0.0]
00047;[194, 743, 0.0]
00047;[195, 744, 0.0]
00047;[196, 757, 0.0]
00047;[197, 771, 0.0]
00047;[198, 777, 0.0]
00047;[199, 786, 0.0]
00047;[200, 790, 0.0]
00047;[201, 795, 0.0]
00047;[202, 796, 0.0]
00047;[203, 798, 0.0]
00047;[204, 800, 0.0]
00047;[205, 803, 0.0]
00047;[206, 805, 0.0]
00047;[207, 807, 0.0]
00047;[208, 813, 0.0]
00047;[209, 815, 0.0]
00047;[210, 853, 0.0]
00047;[211, 855, 0.0]
00047;[212, 860, 0.0]
00047;[213, 869, 0.0]
00047;[214, 873, 0.0]
00047;[215, 874, 0.0]
00047;[216, 890, 0.0]
00047;[217, 896, 0.0]
00047;[218, 899, 0.0]
00047;[219, 904, 0.0]
00047;[220, 910, 0.0]
00047;[221, 913, 0.0]
00047;[222, 921, 0.0]
00047;[223, 949, 0.0]
00047;[224, 953, 0.0]
00047;[225, 958, 0.0]
00047;[226, 961, 0.0]
00047;[227, 964, 0.0]
00047;[228, 967, 0.0]
00047;[229, 976, 0.0]
00047;[230, 977, 0.0]
00047;[231, 981, 0.0]
00047;[232, 982, 0.0]
00047;[233, 986, 0.0]
00047;[234, 988, 0.0]
00047;[235, 993, 0.0]
00047;[236, 994, 0.0]
00047;[237, 996, 0.0]
00047;[238, 1016, 0.0]
00047;[239, 1022, 0.0]
00047;[240, 1027, 0.0]
00047;[241, 1030, 0.0]
00047;[242, 1036, 0.0]
00047;[243, 1041, 0.0]
00047;[244, 1062, 0.0]
00047;[245, 1075, 0.0]
00047;[246, 1096, 0.0]
00047;[247, 1099, 0.0]
00047;[248, 1105, 0.0]
00047;[249, 1117, 0.0]
00047;[250, 1120, 0.0]
00047;[251, 1121, 0.0]
00047;[252, 1124, 0.0]
00047;[253, 1127, 0.0]
00047;[254, 1130, 0.0]
00047;[255, 1131, 0.0]
00047;[256, 1137, 0.0]
00047;[257, 1142, 0.0]
00047;[258, 1146, 0.0]
00047;[259, 1147, 0.0]
00047;[260, 1151, 0.0]
00047;[261, 1157, 0.0]
00047;[262, 1158, 0.0]
00047;[263, 1162, 0.0]
00047;[264, 1165, 0.0]
00047;[265, 1171, 0.0]
00047;[266, 1173, 0.0]
00047;[267, 1202, 0.0]
00047;[268, 1204, 0.0]
00047;[269, 1205, 0.0]
00047;[270, 1212, 0.0]
00047;[271, 1214, 0.0]
00047;[272, 1216, 0.0]
00047;[273, 1232, 0.0]
00047;[274, 2, 0.0]
00047;[275, 11, 0.0]
00047;[276, 18, 0.0]
00047;[277, 24, 0.0]
00047;[278, 30, 0.0]
00047;[279, 32, 0.0]
00047;[280, 35, 0.0]
00047;[281, 37, 0.0]
00047;[282, 44, 0.0]
00047;[283, 45, 0.0]
00047;[284, 46, 0.0]
00047;[285, 48, 0.0]
00047;[286, 51, 0.0]
00047;[287, 52, 0.0]
00047;[288, 55, 0.0]
00047;[289, 59, 0.0]
00047;[290, 70, 0.0]
00047;[291, 71, 0.0]
00047;[292, 78, 0.0]
00047;[293, 83, 0.0]
00047;[294, 91, 0.0]
00047;[295, 94, 0.0]
00047;[296, 96, 0.0]
00047;[297, 98, 0.0]
00047;[298, 109, 0.0]
00047;[299, 113, 0.0]
00047;[300, 119, 0.0]
00047;[301, 122, 0.0]
00047;[302, 125, 0.0]
00047;[303, 126, 0.0]
00047;[304, 138, 0.0]
00047;[305, 139, 0.0]
00047;[306, 140, 0.0]
00047;[307, 143, 0.0]
00047;[308, 144, 0.0]
00047;[309, 149, 0.0]
00047;[310, 150, 0.0]
00047;[311, 154, 0.0]
00047;[312, 169, 0.0]
00047;[313, 180, 0.0]
00047;[314, 181, 0.0]
00047;[315, 187, 0.0]
00047;[316, 190, 0.0]
00047;[317, 195, 0.0]
00047;[318, 196, 0.0]
00047;[319, 204, 0.0]
00047;[320, 208, 0.0]
00047;[321, 209, 0.0]
00047;[322, 210, 0.0]
00047;[323, 215, 0.0]
00047;[324, 222, 0.0]
00047;[325, 229, 0.0]
00047;[326, 235, 0.0]
00047;[327, 236, 0.0]
00047;[328, 245, 0.0]
00047;[329, 254, 0.0]
00047;[330, 255, 0.0]
00047;[331, 263, 0.0]
00047;[332, 275, 0.0]
00047;[333, 283, 0.0]
00047;[334, 284, 0.0]
00047;[335, 286, 0.0]
00047;[336, 288, 0.0]
00047;[337, 294, 0.0]
00047;[338, 295, 0.0]
00047;[339, 300, 0.0]
00047;[340, 301, 0.0]
00047;[341, 312, 0.0]
00047;[342, 314, 0.0]
00047;[343, 317, 0.0]
00047;[344, 319, 0.0]
00047;[345, 320, 0.0]
00047;[346, 324, 0.0]
00047;[347, 332, 0.0]
00047;[348, 335, 0.0]
00047;[349, 336, 0.0]
00047;[350, 338, 0.0]
00047;[351, 345, 0.0]
00047;[352, 349, 0.0]
00047;[353, 351, 0.0]
00047;[354, 355, 0.0]
00047;[355, 357, 0.0]
00047;[356, 366, 0.0]
00047;[357, 367, 0.0]
00047;[358, 372, 0.0]
00047;[359, 383, 0.0]
00047;[360, 388, 0.0]
00047;[361, 390, 0.0]
00047;[362, 397, 0.0]
00047;[363, 399, 0.0]
00047;[364, 400, 0.0]
00047;[365, 401, 0.0]
00047;[366, 404, 0.0]
00047;[367, 407, 0.0]
00047;[368, 410, 0.0]
00047;[369, 411, 0.0]
00047;[370, 414, 0.0]
00047;[371, 416, 0.0]
00047;[372, 418, 0.0]
00047;[373, 420, 0.0]
00047;[374, 421, 0.0]
00047;[375, 425, 0.0]
00047;[376, 437, 0.0]
00047;[377, 441, 0.0]
00047;[378, 442, 0.0]
00047;[379, 453, 0.0]
00047;[380, 458, 0.0]
00047;[381, 461, 0.0]
00047;[382, 462, 0.0]
00047;[383, 463, 0.0]
00047;[384, 466, 0.0]
00047;[385, 471, 0.0]
00047;[386, 477, 0.0]
00047;[387, 481, 0.0]
00047;[388, 482, 0.0]
00047;[389, 486, 0.0]
00047;[390, 496, 0.0]
00047;[391, 498, 0.0]
00047;[392, 499, 0.0]
00047;[393, 501, 0.0]
00047;[394, 504, 0.0]
00047;[395, 506, 0.0]
00047;[396, 507, 0.0]
00047;[397, 508, 0.0]
00047;[398, 516, 0.0]
00047;[399, 521, 0.0]
00047;[400, 522, 0.0]
00047;[401, 528, 0.0]
00047;[402, 535, 0.0]
00047;[403, 553, 0.0]
00047;[404, 561, 0.0]
00047;[405, 565, 0.0]
00047;[406, 570, 0.0]
00047;[407, 574, 0.0]
00047;[408, 583, 0.0]
00047;[409, 585, 0.0]
00047;[410, 596, 0.0]
00047;[411, 606, 0.0]
00047;[412, 608, 0.0]
00047;[413, 614, 0.0]
00047;[414, 616, 0.0]
00047;[415, 617, 0.0]
00047;[416, 619, 0.0]
00047;[417, 621, 0.0]
00047;[418, 629, 0.0]
00047;[419, 632, 0.0]
00047;[420, 633, 0.0]
00047;[421, 640, 0.0]
00047;[422, 646, 0.0]
00047;[423, 647, 0.0]
00047;[424, 657, 0.0]
00047;[425, 660, 0.0]
00047;[426, 666, 0.0]
00047;[427, 668, 0.0]
00047;[428, 674, 0.0]
00047;[429, 675, 0.0]
00047;[430, 676, 0.0]
00047;[431, 678, 0.0]
00047;[432, 685, 0.0]
00047;[433, 689, 0.0]
00047;[434, 693, 0.0]
00047;[435, 695, 0.0]
00047;[436, 709, 0.0]
00047;[437, 711, 0.0]
00047;[438, 714, 0.0]
00047;[439, 715, 0.0]
00047;[440, 716, 0.0]
00047;[441, 747, 0.0]
00047;[442, 749, 0.0]
00047;[443, 750, 0.0]
00047;[444, 754, 0.0]
00047;[445, 766, 0.0]
00047;[446, 776, 0.0]
00047;[447, 791, 0.0]
00047;[448, 811, 0.0]
00047;[449, 814, 0.0]
00047;[450, 816, 0.0]
00047;[451, 818, 0.0]
00047;[452, 819, 0.0]
00047;[453, 821, 0.0]
00047;[454, 825, 0.0]
00047;[455, 829, 0.0]
00047;[456, 840, 0.0]
00047;[457, 848, 0.0]
00047;[458, 849, 0.0]
00047;[459, 851, 0.0]
00047;[460, 854, 0.0]
00047;[461, 856, 0.0]
00047;[462, 857, 0.0]
00047;[463, 867, 0.0]
00047;[464, 868, 0.0]
00047;[465, 875, 0.0]
00047;[466, 883, 0.0]
00047;[467, 885, 0.0]
00047;[468, 892, 0.0]
00047;[469, 901, 0.0]
00047;[470, 905, 0.0]
00047;[471, 909, 0.0]
00047;[472, 920, 0.0]
00047;[473, 927, 0.0]
00047;[474, 936, 0.0]
00047;[475, 947, 0.0]
00047;[476, 954, 0.0]
00047;[477, 955, 0.0]
00047;[478, 956, 0.0]
00047;[479, 957, 0.0]
00047;[480, 969, 0.0]
00047;[481, 971, 0.0]
00047;[482, 972, 0.0]
00047;[483, 973, 0.0]
00047;[484, 983, 0.0]
00047;[485, 998, 0.0]
00047;[486, 1000, 0.0]
00047;[487, 1002, 0.0]
00047;[488, 1004, 0.0]
00047;[489, 1007, 0.0]
00047;[490, 1014, 0.0]
00047;[491, 1019, 0.0]
00047;[492, 1020, 0.0]
00047;[493, 1021, 0.0]
00047;[494, 1028, 0.0]
00047;[495, 1029, 0.0]
00047;[496, 1037, 0.0]
00047;[497, 1038, 0.0]
00047;[498, 1039, 0.0]
00047;[499, 1043, 0.0]
00047;[500, 1046, 0.0]
00047;[501, 1053, 0.0]
00047;[502, 1056, 0.0]
00047;[503, 1058, 0.0]
00047;[504, 1064, 0.0]
00047;[505, 1068, 0.0]
00047;[506, 1076, 0.0]
00047;[507, 1077, 0.0]
00047;[508, 1078, 0.0]
00047;[509, 1081, 0.0]
00047;[510, 1100, 0.0]
00047;[511, 1106, 0.0]
00047;[512, 1107, 0.0]
00047;[513, 1109, 0.0]
00047;[514, 1110, 0.0]
00047;[515, 1126, 0.0]
00047;[516, 1132, 0.0]
00047;[517, 1134, 0.0]
00047;[518, 1141, 0.0]
00047;[519, 1149, 0.0]
00047;[520, 1155, 0.0]
00047;[521, 1156, 0.0]
00047;[522, 1160, 0.0]
00047;[523, 1161, 0.0]
00047;[524, 1169, 0.0]
00047;[525, 1175, 0.0]
00047;[526, 1178, 0.0]
00047;[527, 1183, 0.0]
00047;[528, 1191, 0.0]
00047;[529, 1196, 0.0]
00047;[530, 1198, 0.0]
00047;[531, 1200, 0.0]
00047;[532, 1203, 0.0]
00047;[533, 1206, 0.0]
00047;[534, 1207, 0.0]
00047;[535, 1208, 0.0]
00047;[536, 1209, 0.0]
00047;[537, 1210, 0.0]
00047;[538, 1230, 0.0]
00047;[539, 1231, 0.0]
00047;[540, 1236, 0.0]
00047;[541, 1237, 0.0]
00047;[542, 22, 0.0]
00047;[543, 241, 0.0]
00047;[544, 436, 0.0]
00047;[545, 517, 0.0]
00047;[546, 546, 0.0]
00047;[547, 1033, 0.0]
00047;[548, 1, 0.0]
00047;[549, 4, 0.0]
00047;[550, 6, 0.0]
00047;[551, 7, 0.0]
00047;[552, 8, 0.0]
00047;[553, 9, 0.0]
00047;[554, 10, 0.0]
00047;[555, 13, 0.0]
00047;[556, 14, 0.0]
00047;[557, 15, 0.0]
00047;[558, 16, 0.0]
00047;[559, 20, 0.0]
00047;[560, 21, 0.0]
00047;[561, 23, 0.0]
00047;[562, 25, 0.0]
00047;[563, 27, 0.0]
00047;[564, 28, 0.0]
00047;[565, 34, 0.0]
00047;[566, 38, 0.0]
00047;[567, 40, 0.0]
00047;[568, 41, 0.0]
00047;[569, 42, 0.0]
00047;[570, 49, 0.0]
00047;[571, 50, 0.0]
00047;[572, 53, 0.0]
00047;[573, 57, 0.0]
00047;[574, 58, 0.0]
00047;[575, 60, 0.0]
00047;[576, 61, 0.0]
00047;[577, 64, 0.0]
00047;[578, 66, 0.0]
00047;[579, 67, 0.0]
00047;[580, 69, 0.0]
00047;[581, 72, 0.0]
00047;[582, 73, 0.0]
00047;[583, 74, 0.0]
00047;[584, 75, 0.0]
00047;[585, 79, 0.0]
00047;[586, 80, 0.0]
00047;[587, 81, 0.0]
00047;[588, 82, 0.0]
00047;[589, 84, 0.0]
00047;[590, 85, 0.0]
00047;[591, 86, 0.0]
00047;[592, 87, 0.0]
00047;[593, 88, 0.0]
00047;[594, 89, 0.0]
00047;[595, 90, 0.0]
00047;[596, 92, 0.0]
00047;[597, 95, 0.0]
00047;[598, 99, 0.0]
00047;[599, 100, 0.0]
00047;[600, 101, 0.0]
00047;[601, 103, 0.0]
00047;[602, 105, 0.0]
00047;[603, 110, 0.0]
00047;[604, 111, 0.0]
00047;[605, 112, 0.0]
00047;[606, 114, 0.0]
00047;[607, 116, 0.0]
00047;[608, 117, 0.0]
00047;[609, 123, 0.0]
00047;[610, 127, 0.0]
00047;[611, 129, 0.0]
00047;[612, 130, 0.0]
00047;[613, 131, 0.0]
00047;[614, 133, 0.0]
00047;[615, 135, 0.0]
00047;[616, 136, 0.0]
00047;[617, 142, 0.0]
00047;[618, 145, 0.0]
00047;[619, 146, 0.0]
00047;[620, 148, 0.0]
00047;[621, 152, 0.0]
00047;[622, 153, 0.0]
00047;[623, 155, 0.0]
00047;[624, 156, 0.0]
00047;[625, 157, 0.0]
00047;[626, 163, 0.0]
00047;[627, 164, 0.0]
00047;[628, 165, 0.0]
00047;[629, 166, 0.0]
00047;[630, 167, 0.0]
00047;[631, 171, 0.0]
00047;[632, 174, 0.0]
00047;[633, 175, 0.0]
00047;[634, 178, 0.0]
00047;[635, 179, 0.0]
00047;[636, 182, 0.0]
00047;[637, 183, 0.0]
00047;[638, 185, 0.0]
00047;[639, 186, 0.0]
00047;[640, 188, 0.0]
00047;[641, 189, 0.0]
00047;[642, 193, 0.0]
00047;[643, 197, 0.0]
00047;[644, 198, 0.0]
00047;[645, 199, 0.0]
00047;[646, 200, 0.0]
00047;[647, 202, 0.0]
00047;[648, 207, 0.0]
00047;[649, 211, 0.0]
00047;[650, 212, 0.0]
00047;[651, 213, 0.0]
00047;[652, 214, 0.0]
00047;[653, 217, 0.0]
00047;[654, 218, 0.0]
00047;[655, 220, 0.0]
00047;[656, 223, 0.0]
00047;[657, 224, 0.0]
00047;[658, 225, 0.0]
00047;[659, 227, 0.0]
00047;[660, 228, 0.0]
00047;[661, 230, 0.0]
00047;[662, 233, 0.0]
00047;[663, 238, 0.0]
00047;[664, 239, 0.0]
00047;[665, 242, 0.0]
00047;[666, 247, 0.0]
00047;[667, 248, 0.0]
00047;[668, 249, 0.0]
00047;[669, 250, 0.0]
00047;[670, 252, 0.0]
00047;[671, 256, 0.0]
00047;[672, 258, 0.0]
00047;[673, 260, 0.0]
00047;[674, 261, 0.0]
00047;[675, 262, 0.0]
00047;[676, 264, 0.0]
00047;[677, 265, 0.0]
00047;[678, 266, 0.0]
00047;[679, 270, 0.0]
00047;[680, 271, 0.0]
00047;[681, 272, 0.0]
00047;[682, 274, 0.0]
00047;[683, 276, 0.0]
00047;[684, 277, 0.0]
00047;[685, 280, 0.0]
00047;[686, 282, 0.0]
00047;[687, 285, 0.0]
00047;[688, 287, 0.0]
00047;[689, 289, 0.0]
00047;[690, 290, 0.0]
00047;[691, 292, 0.0]
00047;[692, 293, 0.0]
00047;[693, 296, 0.0]
00047;[694, 297, 0.0]
00047;[695, 302, 0.0]
00047;[696, 305, 0.0]
00047;[697, 309, 0.0]
00047;[698, 311, 0.0]
00047;[699, 315, 0.0]
00047;[700, 316, 0.0]
00047;[701, 321, 0.0]
00047;[702, 322, 0.0]
00047;[703, 323, 0.0]
00047;[704, 325, 0.0]
00047;[705, 326, 0.0]
00047;[706, 327, 0.0]
00047;[707, 330, 0.0]
00047;[708, 331, 0.0]
00047;[709, 333, 0.0]
00047;[710, 334, 0.0]
00047;[711, 337, 0.0]
00047;[712, 339, 0.0]
00047;[713, 340, 0.0]
00047;[714, 342, 0.0]
00047;[715, 344, 0.0]
00047;[716, 346, 0.0]
00047;[717, 350, 0.0]
00047;[718, 352, 0.0]
00047;[719, 353, 0.0]
00047;[720, 360, 0.0]
00047;[721, 361, 0.0]
00047;[722, 362, 0.0]
00047;[723, 363, 0.0]
00047;[724, 365, 0.0]
00047;[725, 368, 0.0]
00047;[726, 369, 0.0]
00047;[727, 370, 0.0]
00047;[728, 373, 0.0]
00047;[729, 376, 0.0]
00047;[730, 378, 0.0]
00047;[731, 379, 0.0]
00047;[732, 380, 0.0]
00047;[733, 381, 0.0]
00047;[734, 382, 0.0]
00047;[735, 385, 0.0]
00047;[736, 386, 0.0]
00047;[737, 387, 0.0]
00047;[738, 389, 0.0]
00047;[739, 392, 0.0]
00047;[740, 393, 0.0]
00047;[741, 394, 0.0]
00047;[742, 395, 0.0]
00047;[743, 396, 0.0]
00047;[744, 398, 0.0]
00047;[745, 403, 0.0]
00047;[746, 405, 0.0]
00047;[747, 406, 0.0]
00047;[748, 408, 0.0]
00047;[749, 409, 0.0]
00047;[750, 413, 0.0]
00047;[751, 419, 0.0]
00047;[752, 422, 0.0]
00047;[753, 426, 0.0]
00047;[754, 428, 0.0]
00047;[755, 429, 0.0]
00047;[756, 430, 0.0]
00047;[757, 432, 0.0]
00047;[758, 433, 0.0]
00047;[759, 434, 0.0]
00047;[760, 435, 0.0]
00047;[761, 438, 0.0]
00047;[762, 440, 0.0]
00047;[763, 443, 0.0]
00047;[764, 444, 0.0]
00047;[765, 446, 0.0]
00047;[766, 448, 0.0]
00047;[767, 449, 0.0]
00047;[768, 450, 0.0]
00047;[769, 451, 0.0]
00047;[770, 454, 0.0]
00047;[771, 455, 0.0]
00047;[772, 456, 0.0]
00047;[773, 457, 0.0]
00047;[774, 460, 0.0]
00047;[775, 467, 0.0]
00047;[776, 468, 0.0]
00047;[777, 469, 0.0]
00047;[778, 470, 0.0]
00047;[779, 472, 0.0]
00047;[780, 473, 0.0]
00047;[781, 474, 0.0]
00047;[782, 475, 0.0]
00047;[783, 476, 0.0]
00047;[784, 478, 0.0]
00047;[785, 480, 0.0]
00047;[786, 484, 0.0]
00047;[787, 487, 0.0]
00047;[788, 488, 0.0]
00047;[789, 489, 0.0]
00047;[790, 491, 0.0]
00047;[791, 492, 0.0]
00047;[792, 494, 0.0]
00047;[793, 497, 0.0]
00047;[794, 500, 0.0]
00047;[795, 503, 0.0]
00047;[796, 509, 0.0]
00047;[797, 510, 0.0]
00047;[798, 513, 0.0]
00047;[799, 514, 0.0]
00047;[800, 515, 0.0]
00047;[801, 520, 0.0]
00047;[802, 524, 0.0]
00047;[803, 527, 0.0]
00047;[804, 531, 0.0]
00047;[805, 533, 0.0]
00047;[806, 536, 0.0]
00047;[807, 537, 0.0]
00047;[808, 538, 0.0]
00047;[809, 541, 0.0]
00047;[810, 542, 0.0]
00047;[811, 545, 0.0]
00047;[812, 547, 0.0]
00047;[813, 550, 0.0]
00047;[814, 552, 0.0]
00047;[815, 555, 0.0]
00047;[816, 557, 0.0]
00047;[817, 558, 0.0]
00047;[818, 559, 0.0]
00047;[819, 562, 0.0]
00047;[820, 566, 0.0]
00047;[821, 568, 0.0]
00047;[822, 569, 0.0]
00047;[823, 579, 0.0]
00047;[824, 581, 0.0]
00047;[825, 582, 0.0]
00047;[826, 584, 0.0]
00047;[827, 586, 0.0]
00047;[828, 590, 0.0]
00047;[829, 591, 0.0]
00047;[830, 592, 0.0]
00047;[831, 594, 0.0]
00047;[832, 598, 0.0]
00047;[833, 599, 0.0]
00047;[834, 600, 0.0]
00047;[835, 601, 0.0]
00047;[836, 602, 0.0]
00047;[837, 603, 0.0]
00047;[838, 604, 0.0]
00047;[839, 610, 0.0]
00047;[840, 611, 0.0]
00047;[841, 615, 0.0]
00047;[842, 618, 0.0]
00047;[843, 620, 0.0]
00047;[844, 622, 0.0]
00047;[845, 623, 0.0]
00047;[846, 626, 0.0]
00047;[847, 627, 0.0]
00047;[848, 628, 0.0]
00047;[849, 630, 0.0]
00047;[850, 631, 0.0]
00047;[851, 634, 0.0]
00047;[852, 636, 0.0]
00047;[853, 637, 0.0]
00047;[854, 641, 0.0]
00047;[855, 642, 0.0]
00047;[856, 643, 0.0]
00047;[857, 644, 0.0]
00047;[858, 648, 0.0]
00047;[859, 649, 0.0]
00047;[860, 650, 0.0]
00047;[861, 651, 0.0]
00047;[862, 652, 0.0]
00047;[863, 659, 0.0]
00047;[864, 663, 0.0]
00047;[865, 669, 0.0]
00047;[866, 670, 0.0]
00047;[867, 671, 0.0]
00047;[868, 672, 0.0]
00047;[869, 677, 0.0]
00047;[870, 679, 0.0]
00047;[871, 682, 0.0]
00047;[872, 683, 0.0]
00047;[873, 684, 0.0]
00047;[874, 686, 0.0]
00047;[875, 687, 0.0]
00047;[876, 690, 0.0]
00047;[877, 691, 0.0]
00047;[878, 692, 0.0]
00047;[879, 694, 0.0]
00047;[880, 699, 0.0]
00047;[881, 700, 0.0]
00047;[882, 701, 0.0]
00047;[883, 703, 0.0]
00047;[884, 706, 0.0]
00047;[885, 708, 0.0]
00047;[886, 713, 0.0]
00047;[887, 717, 0.0]
00047;[888, 718, 0.0]
00047;[889, 719, 0.0]
00047;[890, 721, 0.0]
00047;[891, 722, 0.0]
00047;[892, 723, 0.0]
00047;[893, 724, 0.0]
00047;[894, 730, 0.0]
00047;[895, 731, 0.0]
00047;[896, 732, 0.0]
00047;[897, 733, 0.0]
